category,title,abstract
phys,"Molecular Synchronization Waves in Arrays of Allosterically Regulated
  Enzymes","  Spatiotemporal pattern formation in a product-activated enzymic reaction at
high enzyme concentrations is investigated. Stochastic simulations show that
catalytic turnover cycles of individual enzymes can become coherent and that
complex wave patterns of molecular synchronization can develop. The analysis
based on the mean-field approximation indicates that the observed patterns
result from the presence of Hopf and wave bifurcations in the considered
system.
"
phys,Experimental modeling of physical laws,"  A physical law is represented by the probability distribution of a measured
variable. The probability density is described by measured data using an
estimator whose kernel is the instrument scattering function. The experimental
information and data redundancy are defined in terms of information entropy.
The model cost function, comprised of data redundancy and estimation error, is
minimized by the creation-annihilation process.
"
phys,Modeling the field of laser welding melt pool by RBFNN,"  Efficient control of a laser welding process requires the reliable prediction
of process behavior. A statistical method of field modeling, based on
normalized RBFNN, can be successfully used to predict the spatiotemporal
dynamics of surface optical activity in the laser welding process. In this
article we demonstrate how to optimize RBFNN to maximize prediction quality.
Special attention is paid to the structure of sample vectors, which represent
the bridge between the field distributions in the past and future.
"
phys,Collective behavior of stock price movements in an emerging market,"  To investigate the universality of the structure of interactions in different
markets, we analyze the cross-correlation matrix C of stock price fluctuations
in the National Stock Exchange (NSE) of India. We find that this emerging
market exhibits strong correlations in the movement of stock prices compared to
developed markets, such as the New York Stock Exchange (NYSE). This is shown to
be due to the dominant influence of a common market mode on the stock prices.
By comparison, interactions between related stocks, e.g., those belonging to
the same business sector, are much weaker. This lack of distinct sector
identity in emerging markets is explicitly shown by reconstructing the network
of mutually interacting stocks. Spectral analysis of C for NSE reveals that,
the few largest eigenvalues deviate from the bulk of the spectrum predicted by
random matrix theory, but they are far fewer in number compared to, e.g., NYSE.
We show this to be due to the relative weakness of intra-sector interactions
between stocks, compared to the market mode, by modeling stock price dynamics
with a two-factor model. Our results suggest that the emergence of an internal
structure comprising multiple groups of strongly coupled components is a
signature of market development.
"
phys,The discrete dipole approximation: an overview and recent developments,"  We present a review of the discrete dipole approximation (DDA), which is a
general method to simulate light scattering by arbitrarily shaped particles. We
put the method in historical context and discuss recent developments, taking
the viewpoint of a general framework based on the integral equations for the
electric field. We review both the theory of the DDA and its numerical aspects,
the latter being of critical importance for any practical application of the
method. Finally, the position of the DDA among other methods of light
scattering simulation is shown and possible future developments are discussed.
"
phys,On the dragging of light by a rotating medium,"  When light is passing through a rotating medium the optical polarisation is
rotated. Recently it has been reasoned that this rotation applies also to the
transmitted image (Padgett et al. 2006). We examine these two phenomena by
extending an analysis of Player (1976) to general electromagnetic fields. We
find that in this more general case the wave equation inside the rotating
medium has to be amended by a term which is connected to the orbital angular
momentum of the light. We show that optical spin and orbital angular momentum
account respectively for the rotation of the polarisation and the rotation of
the transmitted image.
"
phys,Intelligent Life in Cosmology,"  I shall present three arguments for the proposition that intelligent life is
very rare in the universe. First, I shall summarize the consensus opinion of
the founders of the Modern Synthesis (Simpson, Dobzhanski, and Mayr) that the
evolution of intelligent life is exceedingly improbable. Second, I shall
develop the Fermi Paradox: if they existed they'd be here. Third, I shall show
that if intelligent life were too common, it would use up all available
resources and die out. But I shall show that the quantum mechanical principle
of unitarity (actually a form of teleology!) requires intelligent life to
survive to the end of time. Finally, I shall argue that, if the universe is
indeed accelerating, then survival to the end of time requires that intelligent
life, though rare, to have evolved several times in the visible universe. I
shall argue that the acceleration is a consequence of the excess of matter over
antimatter in the universe. I shall suggest experiments to test these claims.
"
phys,"On thermal effects in solid state lasers: the case of ytterbium-doped
  materials","  A review of theoretical and experimental studies of thermal effects in
solid-state lasers is presented, with a special focus on diode-pumped
ytterbium-doped materials. A large part of this review provides however general
information applicable to any kind of solid-state laser. Our aim here is not to
make a list of the techniques that have been used to minimize thermal effects,
but instead to give an overview of the theoretical aspects underneath, and give
a state-of-the-art of the tools at the disposal of the laser scientist to
measure thermal effects. After a presentation of some general properties of
Yb-doped materials, we address the issue of evaluating the temperature map in
Yb-doped laser crystals, both theoretically and experimentally. This is the
first step before studying the complex problem of thermal lensing (part III).
We will focus on some newly discussed aspects, like the definition of the
thermo-optic coefficient: we will highlight some misleading interpretations of
thermal lensing experiments due to the use of the dn/dT parameter in a context
where it is not relevant. Part IV will be devoted to a state-of-the-art of
experimental techniques used to measure thermal lensing. Eventually, in part V,
we will give some concrete examples in Yb-doped materials, where their
peculiarities will be pointed out.
"
phys,"Formation of density singularities in ideal hydrodynamics of freely
  cooling inelastic gases: a family of exact solutions","  We employ granular hydrodynamics to investigate a paradigmatic problem of
clustering of particles in a freely cooling dilute granular gas. We consider
large-scale hydrodynamic motions where the viscosity and heat conduction can be
neglected, and one arrives at the equations of ideal gas dynamics with an
additional term describing bulk energy losses due to inelastic collisions. We
employ Lagrangian coordinates and derive a broad family of exact non-stationary
analytical solutions that depend only on one spatial coordinate. These
solutions exhibit a new type of singularity, where the gas density blows up in
a finite time when starting from smooth initial conditions. The density blowups
signal formation of close-packed clusters of particles. As the density blow-up
time $t_c$ is approached, the maximum density exhibits a power law $\sim
(t_c-t)^{-2}$. The velocity gradient blows up as $\sim - (t_c-t)^{-1}$ while
the velocity itself remains continuous and develops a cusp (rather than a shock
discontinuity) at the singularity. The gas temperature vanishes at the
singularity, and the singularity follows the isobaric scenario: the gas
pressure remains finite and approximately uniform in space and constant in time
close to the singularity. An additional exact solution shows that the density
blowup, of the same type, may coexist with an ""ordinary"" shock, at which the
hydrodynamic fields are discontinuous but finite. We confirm stability of the
exact solutions with respect to small one-dimensional perturbations by solving
the ideal hydrodynamic equations numerically. Furthermore, numerical solutions
show that the local features of the density blowup hold universally,
independently of details of the initial and boundary conditions.
"
phys,"Fluctuation-dissipation relation on a Melde string in a turbulent flow,
  considerations on a ""dynamical temperature""","  We report on measurements of the transverse fluctuations of a string in a
turbulent air jet flow. Harmonic modes are excited by the fluctuating drag
force, at different wave-numbers. This simple mechanical probe makes it
possible to measure excitations of the flow at specific scales, averaged over
space and time: it is a scale-resolved, global measurement. We also measure the
dissipation associated to the string motion, and we consider the ratio of the
fluctuations over dissipation (FDR). In an exploratory approach, we investigate
the concept of {\it effective temperature} defined through the FDR. We compare
our observations with other definitions of temperature in turbulence. From the
theory of Kolmogorov (1941), we derive the exponent -11/3 expected for the
spectrum of the fluctuations. This simple model and our experimental results
are in good agreement, over the range of wave-numbers, and Reynolds number
accessible ($74000 \leq Re \leq 170000$).
"
phys,"Experimental and theoretical study of light scattering by individual
  mature red blood cells by use of scanning flow cytometry and discrete dipole
  approximation","  Elastic light scattering by mature red blood cells (RBCs) was theoretically
and experimentally analyzed with the discrete dipole approximation (DDA) and
the scanning flow cytometry (SFC), respectively. SFC permits measurement of
angular dependence of light-scattering intensity (indicatrix) of single
particles. A mature RBC is modeled as a biconcave disk in DDA simulations of
light scattering. We have studied the effect of RBC orientation related to the
direction of the incident light upon the indicatrix. Numerical calculations of
indicatrices for several aspect ratios and volumes of RBC have been carried
out. Comparison of the simulated indicatrices and indicatrices measured by SFC
showed good agreement, validating the biconcave disk model for a mature RBC. We
simulated the light-scattering output signals from the SFC with the DDA for
RBCs modeled as a disk-sphere and as an oblate spheroid. The biconcave disk,
the disk-sphere, and the oblate spheroid models have been compared for two
orientations, i.e. face-on and rim-on incidence. Only the oblate spheroid model
for rim-on incidence gives results similar to the rigorous biconcave disk
model.
"
phys,"Growing Networks: Limit in-degree distribution for arbitrary out-degree
  one","  We compute the stationary in-degree probability, $P_{in}(k)$, for a growing
network model with directed edges and arbitrary out-degree probability. In
particular, under preferential linking, we find that if the nodes have a light
tail (finite variance) out-degree distribution, then the corresponding
in-degree one behaves as $k^{-3}$. Moreover, for an out-degree distribution
with a scale invariant tail, $P_{out}(k)\sim k^{-\alpha}$, the corresponding
in-degree distribution has exactly the same asymptotic behavior only if
$2<\alpha<3$ (infinite variance). Similar results are obtained when
attractiveness is included. We also present some results on descriptive
statistics measures %descriptive statistics such as the correlation between the
number of in-going links, $D_{in}$, and outgoing links, $D_{out}$, and the
conditional expectation of $D_{in}$ given $D_{out}$, and we calculate these
measures for the WWW network. Finally, we present an application to the
scientific publications network. The results presented here can explain the
tail behavior of in/out-degree distribution observed in many real networks.
"
phys,"On axisymmetric MHD equilibria with incompressible flows under side
  conditions","  Axisymmetric equilibria with incompressible flows of arbitrary direction are
studied in the framework of magnetohydrodynamics under a variety of physically
relevant side conditions. To this end a set of pertinent non-linear ODEs are
transformed to quasilinear ones and the respective initial value problem is
solved numerically with appropriately determined initial values near the
magnetic axis. Several equilibria are then constructed surface by surface. The
non field aligned flow results in novel configurations with a single magnetic
axis, toroidal shell configurations in which the plasma is confined within a
couple of magnetic surfaces and double shell-like configurations. In addition,
the flow affects the elongation and triangularity of the magnetic surfaces.
"
phys,"Rounding of first-order phase transitions and optimal cooperation in
  scale-free networks","  We consider the ferromagnetic large-$q$ state Potts model in complex evolving
networks, which is equivalent to an optimal cooperation problem, in which the
agents try to optimize the total sum of pair cooperation benefits and the
supports of independent projects. The agents are found to be typically of two
kinds: a fraction of $m$ (being the magnetization of the Potts model) belongs
to a large cooperating cluster, whereas the others are isolated one man's
projects. It is shown rigorously that the homogeneous model has a strongly
first-order phase transition, which turns to second-order for random
interactions (benefits), the properties of which are studied numerically on the
Barab\'asi-Albert network. The distribution of finite-size transition points is
characterized by a shift exponent, $1/\tilde{\nu}'=.26(1)$, and by a different
width exponent, $1/\nu'=.18(1)$, whereas the magnetization at the transition
point scales with the size of the network, $N$, as: $m\sim N^{-x}$, with
$x=.66(1)$.
"
phys,"Query on Negative Temperature, Internal Interactions and Decrease of
  Entropy","  After negative temperature is restated, we find that it will derive
necessarily decrease of entropy. Negative temperature is based on the Kelvin
scale and the condition dU>0 and dS<0. Conversely, there is also negative
temperature for dU<0 and dS>0. But, negative temperature is contradiction with
usual meaning of temperature and with some basic concepts of physics and
mathematics. It is a question in nonequilibrium thermodynamics. We proposed a
possibility of decrease of entropy due to fluctuation magnified and internal
interactions in some isolated systems. From this we discuss some possible
examples and theories.
"
math,Spectral perturbation bounds for selfadjoint operators,"  We give general spectral and eigenvalue perturbation bounds for a selfadjoint
operator perturbed in the sense of the pseudo-Friedrichs extension. We also
give several generalisations of the aforementioned extension. The spectral
bounds for finite eigenvalues are obtained by using analyticity and
monotonicity properties (rather than variational principles) and they are
general enough to include eigenvalues in gaps of the essential spectrum.
"
math,"Direct Theorems in the Theory of Approximation of the Banach Space
  Vectors by Entire Vectors of Exponential Type","  For an arbitrary operator A on a Banach space X which is a generator of
C_0-group with certain growth condition at the infinity, the direct theorems on
connection between the smoothness degree of a vector $x\in X$ with respect to
the operator A, the order of convergence to zero of the best approximation of x
by exponential type entire vectors for the operator A, and the k-module of
continuity are given. Obtained results allows to acquire Jackson-type
inequalities in many classic spaces of periodic functions and weighted $L_p$
spaces.
"
math,Generic character sheaves on disconnected groups and character values,"  We relate a generic character sheaf on a disconnected reductive group with a
character of a representation of the rational points of the group over a finite
field extending a result known in the connected case.
"
math,"Placeholder Substructures III: A Bit-String-Driven ''Recipe Theory'' for
  Infinite-Dimensional Zero-Divisor Spaces","  Zero-divisors (ZDs) derived by Cayley-Dickson Process (CDP) from
N-dimensional hypercomplex numbers (N a power of 2, at least 4) can represent
singularities and, as N approaches infinite, fractals -- and thereby,scale-free
networks. Any integer greater than 8 and not a power of 2 generates a
meta-fractal or ""Sky"" when it is interpreted as the ""strut constant"" (S) of an
ensemble of octahedral vertex figures called ""Box-Kites"" (the fundamental
building blocks of ZDs). Remarkably simple bit-manipulation rules or ""recipes""
provide tools for transforming one fractal genus into others within the context
of Wolfram's Class 4 complexity.
"
math,The local structure of conformally symmetric manifolds,"  This is a final step in a local classification of pseudo-Riemannian manifolds
with parallel Weyl tensor that are not conformally flat or locally symmetric.
"
math,K_0-theory of n-potents in rings and algebras,"  Let $n \geq 2$ be an integer. An \emph{$n$-potent} is an element $e$ of a
ring $R$ such that $e^n = e$. In this paper, we study $n$-potents in matrices
over $R$ and use them to construct an abelian group $K_0^n(R)$. If $A$ is a
complex algebra, there is a group isomorphism $K_0^n(A) \cong
\bigl(K_0(A)\bigr)^{n-1}$ for all $n \geq 2$. However, for algebras over
cyclotomic fields, this is not true in general. We consider $K_0^n$ as a
covariant functor, and show that it is also functorial for a generalization of
homomorphism called an \emph{$n$-homomorphism}.
"
math,"Renewals for exponentially increasing lifetimes, with an application to
  digital search trees","  We show that the number of renewals up to time $t$ exhibits distributional
fluctuations as $t\to\infty$ if the underlying lifetimes increase at an
exponential rate in a distributional sense. This provides a probabilistic
explanation for the asymptotics of insertion depth in random trees generated by
a bit-comparison strategy from uniform input; we also obtain a representation
for the resulting family of limit laws along subsequences. Our approach can
also be used to obtain rates of convergence.
"
math,Mathematics of thermoacoustic tomography,"  The paper presents a survey of mathematical problems, techniques, and
challenges arising in the Thermoacoustic and Photoacoustic Tomography.
"
math,Fractional WKB Approximation,"  Wentzel, Kramers, Brillouin (WKB) approximation for fractional systems is
investigated in this paper using the fractional calculus. In the fractional
case the wave function is constructed such that the phase factor is the same as
the Hamilton's principle function ""S"". To demonstrate our proposed approach two
examples are investigated in details.
"
math,Complete Shrinking Ricci Solitons have Finite Fundamental Group,"  We show that if a complete Riemannian manifold supports a vector field such
that the Ricci tensor plus the Lie derivative of the metric with respect to the
vector field has a positive lower bound, then the fundamental group is finite.
In particular, it follows that complete shrinking Ricci solitons and complete
smooth metric measure spaces with a positive lower bound on the Bakry-Emery
tensor have finite fundamental group. The method of proof is to generalize
arguments of Garcia-Rio and Fernandez-Lopez in the compact case.
"
math,Algebraic geometry of Gaussian Bayesian networks,"  Conditional independence models in the Gaussian case are algebraic varieties
in the cone of positive definite covariance matrices. We study these varieties
in the case of Bayesian networks, with a view towards generalizing the
recursive factorization theorem to situations with hidden variables. In the
case when the underlying graph is a tree, we show that the vanishing ideal of
the model is generated by the conditional independence statements implied by
graph. We also show that the ideal of any Bayesian network is homogeneous with
respect to a multigrading induced by a collection of upstream random variables.
This has a number of important consequences for hidden variable models.
Finally, we relate the ideals of Bayesian networks to a number of classical
constructions in algebraic geometry including toric degenerations of the
Grassmannian, matrix Schubert varieties, and secant varieties.
"
math,"Local well-posedness of nonlinear dispersive equations on modulation
  spaces","  By using tools of time-frequency analysis, we obtain some improved local
well-posedness results for the NLS, NLW and NLKG equations with Cauchy data in
modulation spaces $M{p, 1}_{0,s}$.
"
math,"Nonimmersions of RP^n implied by tmf, revisited","  In a 2002 paper, the authors and Bruner used the new spectrum tmf to obtain
some new nonimmersions of real projective spaces. In this note, we
complete/correct two oversights in that paper.
  The first is to note that in that paper a general nonimmersion result was
stated which yielded new nonimmersions for RP^n with n as small as 48, and yet
it was stated there that the first new result occurred when n=1536. Here we
give a simple proof of those overlooked results.
  Secondly, we fill in a gap in the proof of the 2002 paper. There it was
claimed that an axial map f must satisfy f^*(X)=X_1+X_2. We realized recently
that this is not clear. However, here we show that it is true up multiplication
by a unit in the appropriate ring, and so we retrieve all the nonimmersion
results claimed in the original paper.
  Finally, we present a complete determination of tmf^{8*}(RP^\infty\times
RP^\infty) and tmf^*(CP^\infty\times CP^\infty) in positive dimensions.
"
math,Hamilton-Jacobi Fractional Sequential Mechanics,"  As a continuation of Rabei et al. work [11], the Hamilton- Jacobi partial
differential equation is generalized to be applicable for systems containing
fractional derivatives. The Hamilton- Jacobi function in configuration space is
obtained in a similar manner to the usual mechanics. Two problems are
considered to demonstrate the application of the formalism. The result found to
be in exact agreement with Agrawal's formalism.
"
math,"An equilibrium problem for the limiting eigenvalue distribution of
  banded Toeplitz matrices","  We study the limiting eigenvalue distribution of $n\times n$ banded Toeplitz
matrices as $n\to \infty$. From classical results of Schmidt-Spitzer and
Hirschman it is known that the eigenvalues accumulate on a special curve in the
complex plane and the normalized eigenvalue counting measure converges weakly
to a measure on this curve as $n\to\infty$. In this paper, we characterize the
limiting measure in terms of an equilibrium problem. The limiting measure is
one component of the unique vector of measures that minimes an energy
functional defined on admissible vectors of measures. In addition, we show that
each of the other components is the limiting measure of the normalized counting
measure on certain generalized eigenvalues.
"
math,"Computing genus 2 Hilbert-Siegel modular forms over $\Q(\sqrt{5})$ via
  the Jacquet-Langlands correspondence","  In this paper we present an algorithm for computing Hecke eigensystems of
Hilbert-Siegel cusp forms over real quadratic fields of narrow class number
one. We give some illustrative examples using the quadratic field
$\Q(\sqrt{5})$. In those examples, we identify Hilbert-Siegel eigenforms that
are possible lifts from Hilbert eigenforms.
"
math,Stable algebras of entire functions,"  Suppose that $h$ and $g$ belong to the algebra $\B$ generated by the rational
functions and an entire function $f$ of finite order on ${\Bbb C}^n$ and that
$h/g$ has algebraic polar variety. We show that either $h/g\in\B$ or
$f=q_1e^p+q_2$, where $p$ is a polynomial and $q_1,q_2$ are rational functions.
In the latter case, $h/g$ belongs to the algebra generated by the rational
functions, $e^p$ and $e^{-p}$.
"
math,Average optimality for risk-sensitive control with general state space,"  This paper deals with discrete-time Markov control processes on a general
state space. A long-run risk-sensitive average cost criterion is used as a
performance measure. The one-step cost function is nonnegative and possibly
unbounded. Using the vanishing discount factor approach, the optimality
inequality and an optimal stationary strategy for the decision maker are
established.
"
math,Quivers with potentials and their representations I: Mutations,"  We study quivers with relations given by non-commutative analogs of Jacobian
ideals in the complete path algebra. This framework allows us to give a
representation-theoretic interpretation of quiver mutations at arbitrary
vertices. This gives a far-reaching generalization of
Bernstein-Gelfand-Ponomarev reflection functors. The motivations for this work
come from several sources: superpotentials in physics, Calabi-Yau algebras,
cluster algebras.
"
math,Hyperbolicity in unbounded convex domains,"  We provide several equivalent characterizations of Kobayashi hyperbolicity in
unbounded convex domains in terms of peak and anti-peak functions at infinity,
affine lines, Bergman metric and iteration theory.
"
math,"On the Nonexistence of Nontrivial Involutive n-Homomorphisms of
  C*-algebras","  An n-homomorphism between algebras is a linear map $\phi : A \to B$ such that
$\phi(a_1 ... a_n) = \phi(a_1)... \phi(a_n)$ for all elements $a_1, >..., a_n
\in A.$ Every homomorphism is an n-homomorphism, for all n >= 2, but the
converse is false, in general. Hejazian et al. [7] ask: Is every *-preserving
n-homomorphism between C*-algebras continuous? We answer their question in the
affirmative, but the even and odd n arguments are surprisingly disjoint. We
then use these results to prove stronger ones: If n >2 is even, then $\phi$ is
just an ordinary *-homomorphism. If n >= 3 is odd, then $\phi$ is a difference
of two orthogonal *-homomorphisms. Thus, there are no nontrivial *-linear
n-homomorphisms between C*-algebras.
"
math,"The classification of surfaces with p_g=q=1 isogenous to a product of
  curves","  A projective surface S is said to be isogenous to a product if there exist
two smooth curves C, F and a finite group G acting freely on C \times F so that
S=(C \times F)/G. In this paper we classify all surfaces with p_g=q=1 which are
isogenous to a product.
"
math,Duality and Tameness,"  We prove a duality theorem for certain graded algebras and show by various
examples different kinds of failure of tameness of local cohomology.
"
math,M-regularity of the Fano surface,"  Let $(A,\Theta)$ be a principally polarised abelian variety, and let Y be a
subvariety. Pareschi and Popa conjectured that Y has minimal cohomology class
if and only if the structure sheaf of Y satisfies a property that they call
M-regularity.
  Let now X be a smooth cubic threefold. By a classical result due to Clemens
and Griffiths, its intermediate Jacobian J(X) is a principally polarised
abelian variety; furthermore the Fano surface of lines on X can be embedded in
J(X) and has minimal cohomology class. In this short note we show that its
structure sheaf is M-regular.
"
math,Invariance and the twisted Chern character : a case study,"  We give details of the proof of the remark made in \cite{G2} that the Chern
characters of the canonical generators on the K homology of the quantum group
$SU_q(2)$ are not invariant under the natural $SU_q(2)$ coaction. Furthermore,
the conjecture made in \cite{G2} about the nontriviality of the twisted Chern
character coming from an odd equivariant spectral triple on $SU_q(2)$ is
settled in the affirmative.
"
math,Stability of a finite volume scheme for the incompressible fluids,"  We introduce a finite volume scheme for the two-dimensional incompressible
Navier-Stokes equations. We use a triangular mesh. The unknowns for the
velocity and pressure are respectively piecewise constant and affine. We use a
projection method to deal with the incompressibility constraint. We show that
the differential operators in the Navier-Stokes equations and their discrete
counterparts share similar properties. In particular we state an inf-sup
(Babuska-Brezzi) condition. Using these properties we infer the stability of
the scheme.
"
math,Energy conservation and Onsager's conjecture for the Euler equations,"  Onsager conjectured that weak solutions of the Euler equations for
incompressible fluids in 3D conserve energy only if they have a certain minimal
smoothness, (of order of 1/3 fractional derivatives) and that they dissipate
energy if they are rougher. In this paper we prove that energy is conserved for
velocities in the function space $B^{1/3}_{3,c(\NN)}$. We show that this space
is sharp in a natural sense. We phrase the energy spectrum in terms of the
Littlewood-Paley decomposition and show that the energy flux is controlled by
local interactions. This locality is shown to hold also for the helicity flux;
moreover, every weak solution of the Euler equations that belongs to
$B^{2/3}_{3,c(\NN)}$ conserves helicity. In contrast, in two dimensions, the
strong locality of the enstrophy holds only in the ultraviolet range.
"
math,"Penalization approach for mixed hyperbolic systems with constant
  coefficients satisfying a Uniform Lopatinski Condition","  In this paper, we describe a new, systematic and explicit way of
approximating solutions of mixed hyperbolic systems with constant coefficients
satisfying a Uniform Lopatinski Condition via different Penalization
approaches.
"
math,"Cross-Layer Optimization of MIMO-Based Mesh Networks with Gaussian
  Vector Broadcast Channels","  MIMO technology is one of the most significant advances in the past decade to
increase channel capacity and has a great potential to improve network capacity
for mesh networks. In a MIMO-based mesh network, the links outgoing from each
node sharing the common communication spectrum can be modeled as a Gaussian
vector broadcast channel. Recently, researchers showed that ``dirty paper
coding'' (DPC) is the optimal transmission strategy for Gaussian vector
broadcast channels. So far, there has been little study on how this fundamental
result will impact the cross-layer design for MIMO-based mesh networks. To fill
this gap, we consider the problem of jointly optimizing DPC power allocation in
the link layer at each node and multihop/multipath routing in a MIMO-based mesh
networks. It turns out that this optimization problem is a very challenging
non-convex problem. To address this difficulty, we transform the original
problem to an equivalent problem by exploiting the channel duality. For the
transformed problem, we develop an efficient solution procedure that integrates
Lagrangian dual decomposition method, conjugate gradient projection method
based on matrix differential calculus, cutting-plane method, and subgradient
method. In our numerical example, it is shown that we can achieve a network
performance gain of 34.4% by using DPC.
"
math,"Transfinite diameter, Chebyshev constant and energy on locally compact
  spaces","  We study the relationship between transfinite diameter, Chebyshev constant
and Wiener energy in the abstract linear potential analytic setting pioneered
by Choquet, Fuglede and Ohtsuka. It turns out that, whenever the potential
theoretic kernel has the maximum principle, then all these quantities are equal
for all compact sets. For continuous kernels even the converse statement is
true: if the Chebyshev constant of any compact set coincides with its
transfinite diameter, the kernel must satisfy the maximum principle. An
abundance of examples is provided to show the sharpness of the results.
"
math,"Contrasting Two Transformation-Based Methods for Obtaining Absolute
  Extrema","  In this note we contrast two transformation-based methods to deduce absolute
extrema and the corresponding extremizers. Unlike variation-based methods, the
transformation-based ones of Carlson and Leitmann and the recent one of Silva
and Torres are direct in that they permit obtaining solutions by inspection.
"
math,"A Direct Method for Solving Optimal Switching Problems of
  One-Dimensional Diffusions","  In this paper, we propose a direct solution method for optimal switching
problems of one-dimensional diffusions. This method is free from conjectures
about the form of the value function and switching strategies, or does not
require the proof of optimality through quasi-variational inequalities. The
direct method uses a general theory of optimal stopping problems for
one-dimensional diffusions and characterizes the value function as sets of the
smallest linear majorants in their respective transformed spaces.
"
math,Electromagnetic wormholes via handlebody constructions,"  Cloaking devices are prescriptions of electrostatic, optical or
electromagnetic parameter fields (conductivity $\sigma(x)$, index of refraction
$n(x)$, or electric permittivity $\epsilon(x)$ and magnetic permeability
$\mu(x)$) which are piecewise smooth on $\mathbb R^3$ and singular on a
hypersurface $\Sigma$, and such that objects in the region enclosed by $\Sigma$
are not detectable to external observation by waves. Here, we give related
constructions of invisible tunnels, which allow electromagnetic waves to pass
between possibly distant points, but with only the ends of the tunnels visible
to electromagnetic imaging. Effectively, these change the topology of space
with respect to solutions of Maxwell's equations, corresponding to attaching a
handlebody to $\mathbb R^3$. The resulting devices thus function as
electromagnetic wormholes.
"
math,Conformal Field Theory and Operator Algebras,"  We review recent progress in operator algebraic approach to conformal quantum
field theory. Our emphasis is on use of representation theory in classification
theory. This is based on a series of joint works with R. Longo.
"
math,Intersection Bodies and Generalized Cosine Transforms,"  Intersection bodies represent a remarkable class of geometric objects
associated with sections of star bodies and invoking
  Radon transforms, generalized cosine transforms, and the relevant Fourier
analysis. The main focus of this article is interrelation between generalized
cosine transforms of different kinds in the context of their application to
investigation of a certain family of intersection bodies, which we call
$\lam$-intersection bodies. The latter include $k$-intersection bodies (in the
sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of
$L_p$-spaces. In particular, we show that restrictions onto lower dimensional
subspaces of the spherical Radon transforms and the generalized cosine
transforms preserve their integral-geometric structure. We apply this result to
the study of sections of $\lam$-intersection bodies. New characterizations of
this class of bodies are obtained and examples are given. We also review some
known facts and give them new proofs.
"
math,"Hecke-Clifford algebras and spin Hecke algebras I: the classical affine
  type","  Associated to the classical Weyl groups, we introduce the notion of
degenerate spin affine Hecke algebras and affine Hecke-Clifford algebras. For
these algebras, we establish the PBW properties, formulate the intertwiners,
and describe the centers. We further develop connections of these algebras with
the usual degenerate (i.e. graded) affine Hecke algebras of Lusztig by
introducing a notion of degenerate covering affine Hecke algebras.
"
math,A unified approach to SIC-POVMs and MUBs,"  A unified approach to (symmetric informationally complete) positive operator
valued measures and mutually unbiased bases is developed in this article. The
approach is based on the use of operator equivalents expanded in the enveloping
algebra of SU(2). Emphasis is put on similarities and differences between
SIC-POVMs and MUBs.
"
math,Littlewood-Richardson polynomials,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
"
math,"Some combinatorial aspects of differential operation compositions on
  space $R^n$","  In this paper we present a recurrent relation for counting meaningful
compositions of the higher-order differential operations on the space $R^{n}$
(n=3,4,...) and extract the non-trivial compositions of order higher than two.
"
math,Curvature flows in semi-Riemannian manifolds,"  We prove that the limit hypersurfaces of converging curvature flows are
stable, if the initial velocity has a weak sign, and give a survey of the
existence and regularity results.
"
math,On Ando's inequalities for convex and concave functions,"  For positive semidefinite matrices $A$ and $B$, Ando and Zhan proved the
inequalities $||| f(A)+f(B) ||| \ge ||| f(A+B) |||$ and $||| g(A)+g(B) ||| \le
||| g(A+B) |||$, for any unitarily invariant norm, and for any non-negative
operator monotone $f$ on $[0,\infty)$ with inverse function $g$. These
inequalities have very recently been generalised to non-negative concave
functions $f$ and non-negative convex functions $g$, by Bourin and Uchiyama,
and Kosem, respectively.
  In this paper we consider the related question whether the inequalities $|||
f(A)-f(B) ||| \le ||| f(|A-B|) |||$, and $||| g(A)-g(B) ||| \ge ||| g(|A-B|)
|||$, obtained by Ando, for operator monotone $f$ with inverse $g$, also have a
similar generalisation to non-negative concave $f$ and convex $g$. We answer
exactly this question, in the negative for general matrices, and affirmatively
in the special case when $A\ge ||B||$.
  In the course of this work, we introduce the novel notion of $Y$-dominated
majorisation between the spectra of two Hermitian matrices, where $Y$ is itself
a Hermitian matrix, and prove a certain property of this relation that allows
to strengthen the results of Bourin-Uchiyama and Kosem, mentioned above.
"
math,On the total disconnectedness of the quotient Aubry set,"  In this paper we show that the quotient Aubry set associated to certain
Lagrangians is totally disconnected (i.e., every connected component consists
of a single point). Moreover, we discuss the relation between this problem and
a Morse-Sard type property for (difference of) critical subsolutions of
Hamilton-Jacobi equations.
"
