category,title,abstract,clean_abstract
cs,"Convergence of the discrete dipole approximation. I. Theoretical
  analysis","  We performed a rigorous theoretical convergence analysis of the discrete
dipole approximation (DDA). We prove that errors in any measured quantity are
bounded by a sum of a linear and quadratic term in the size of a dipole d, when
the latter is in the range of DDA applicability. Moreover, the linear term is
significantly smaller for cubically than for non-cubically shaped scatterers.
Therefore, for small d errors for cubically shaped particles are much smaller
than for non-cubically shaped. The relative importance of the linear term
decreases with increasing size, hence convergence of DDA for large enough
scatterers is quadratic in the common range of d. Extensive numerical
simulations were carried out for a wide range of d. Finally we discuss a number
of new developments in DDA and their consequences for convergence.
",perform rigorous theoretical convergence analysis discrete dipole approximation dda prove error measured quantity bound sum linear quadratic term size dipole d range dda applicability linear term significantly small cubically non cubically shaped scatterer small d error cubically shape particle small non cubically shape relative importance linear term decrease increase size convergence dda large scatterer quadratic common range d. extensive numerical simulation carry wide range d. finally discuss number new development dda consequence convergence
cs,The Einstein-Varicak Correspondence on Relativistic Rigid Rotation,"  The historical significance of the problem of relativistic rigid rotation is
reviewed in light of recently published correspondence between Einstein and the
mathematician Vladimir Varicak from the years 1909 to 1913.
",historical significance problem relativistic rigid rotation review light recently publish correspondence einstein mathematician vladimir varicak year 1909 1913
cs,"Alternative Approaches to the Equilibrium Properties of Hard-Sphere
  Liquids","  An overview of some analytical approaches to the computation of the
structural and thermodynamic properties of single component and multicomponent
hard-sphere fluids is provided. For the structural properties, they yield a
thermodynamically consistent formulation, thus improving and extending the
known analytical results of the Percus-Yevick theory. Approximate expressions
for the contact values of the radial distribution functions and the
corresponding analytical equations of state are also discussed. Extensions of
this methodology to related systems, such as sticky hard spheres and
square-well fluids, as well as its use in connection with the perturbation
theory of fluids are briefly addressed.
",overview analytical approach computation structural thermodynamic property single component multicomponent hard sphere fluid provide structural property yield thermodynamically consistent formulation improve extend know analytical result percus yevick theory approximate expression contact value radial distribution function correspond analytical equation state discuss extension methodology relate system sticky hard sphere square fluid use connection perturbation theory fluid briefly address
cs,Daemons and DAMA: Their Celestial-Mechanics Interrelations,"  The assumption of the capture by the Solar System of the electrically charged
Planckian DM objects (daemons) from the galactic disk is confirmed not only by
the St.Petersburg (SPb) experiments detecting particles with V<30 km/s. Here
the daemon approach is analyzed considering the positive model independent
result of the DAMA/NaI experiment. We explain the maximum in DAMA signals
observed in the May-June period to be associated with the formation behind the
Sun of a trail of daemons that the Sun captures into elongated orbits as it
moves to the apex. The range of significant 2-6-keV DAMA signals fits well the
iodine nuclei elastically knocked out of the NaI(Tl) scintillator by particles
falling on the Earth with V=30-50 km/s from strongly elongated heliocentric
orbits. The half-year periodicity of the slower daemons observed in SPb
originates from the transfer of particles that are deflected through ~90 deg
into near-Earth orbits each time the particles cross the outer reaches of the
Sun which had captured them. Their multi-loop (cross-like) trajectories
traverse many times the Earth's orbit in March and September, which increases
the probability for the particles to enter near-Earth orbits during this time.
Corroboration of celestial mechanics calculations with observations yields
~1e-19 cm2 for the cross section of daemon interaction with the solar matter.
",assumption capture solar system electrically charge planckian dm object daemon galactic disk confirm st. petersburg spb experiment detect particle v<30 km s. daemon approach analyze consider positive model independent result dama nai experiment explain maximum dama signal observe june period associate formation sun trail daemon sun capture elongate orbit move apex range significant 2 6 kev dama signal fit iodine nucleus elastically knock nai(tl scintillator particle fall earth v=30 50 km s strongly elongate heliocentric orbit half year periodicity slow daemon observe spb originate transfer particle deflect ~90 deg near earth orbit time particle cross outer reach sun capture multi loop cross like trajectory traverse time earth orbit march september increase probability particle enter near earth orbit time corroboration celestial mechanic calculation observation yield ~1e-19 cm2 cross section daemon interaction solar matter
cs,"Measurement of the Aerosol Phase Function at the Pierre Auger
  Observatory","  Air fluorescence detectors measure the energy of ultra-high energy cosmic
rays by collecting fluorescence light emitted from nitrogen molecules along the
extensive air shower cascade. To ensure a reliable energy determination, the
light signal needs to be corrected for atmospheric effects, which not only
attenuate the signal, but also produce a non-negligible background component
due to scattered Cherenkov light and multiple-scattered light. The correction
requires regular measurements of the aerosol attenuation length and the aerosol
phase function, defined as the probability of light scattered in a given
direction. At the Pierre Auger Observatory in Malargue, Argentina, the phase
function is measured on an hourly basis using two Aerosol Phase Function (APF)
light sources. These sources direct a UV light beam across the field of view of
the fluorescence detectors; the phase function can be extracted from the image
of the shots in the fluorescence detector cameras. This paper describes the
design, current status, standard operation procedure, and performance of the
APF system at the Pierre Auger Observatory.
",air fluorescence detector measure energy ultra high energy cosmic ray collect fluorescence light emit nitrogen molecule extensive air shower cascade ensure reliable energy determination light signal need correct atmospheric effect attenuate signal produce non negligible background component scatter cherenkov light multiple scatter light correction require regular measurement aerosol attenuation length aerosol phase function define probability light scatter give direction pierre auger observatory malargue argentina phase function measure hourly basis aerosol phase function apf light source source direct uv light beam field view fluorescence detector phase function extract image shot fluorescence detector camera paper describe design current status standard operation procedure performance apf system pierre auger observatory
cs,"Sensor Networks with Random Links: Topology Design for Distributed
  Consensus","  In a sensor network, in practice, the communication among sensors is subject
to:(1) errors or failures at random times; (3) costs; and(2) constraints since
sensors and networks operate under scarce resources, such as power, data rate,
or communication. The signal-to-noise ratio (SNR) is usually a main factor in
determining the probability of error (or of communication failure) in a link.
These probabilities are then a proxy for the SNR under which the links operate.
The paper studies the problem of designing the topology, i.e., assigning the
probabilities of reliable communication among sensors (or of link failures) to
maximize the rate of convergence of average consensus, when the link
communication costs are taken into account, and there is an overall
communication budget constraint. To consider this problem, we address a number
of preliminary issues: (1) model the network as a random topology; (2)
establish necessary and sufficient conditions for mean square sense (mss) and
almost sure (a.s.) convergence of average consensus when network links fail;
and, in particular, (3) show that a necessary and sufficient condition for both
mss and a.s. convergence is for the algebraic connectivity of the mean graph
describing the network topology to be strictly positive. With these results, we
formulate topology design, subject to random link failures and to a
communication cost constraint, as a constrained convex optimization problem to
which we apply semidefinite programming techniques. We show by an extensive
numerical study that the optimal design improves significantly the convergence
speed of the consensus algorithm and can achieve the asymptotic performance of
a non-random network at a fraction of the communication cost.
",sensor network practice communication sensor subject to:(1 error failure random time 3 cost and(2 constraint sensor network operate scarce resource power datum rate communication signal noise ratio snr usually main factor determine probability error communication failure link probability proxy snr link operate paper study problem design topology i.e. assign probability reliable communication sensor link failure maximize rate convergence average consensus link communication cost take account overall communication budget constraint consider problem address number preliminary issue 1 model network random topology 2 establish necessary sufficient condition mean square sense mss sure a.s convergence average consensus network link fail particular 3 necessary sufficient condition mss a.s convergence algebraic connectivity mean graph describe network topology strictly positive result formulate topology design subject random link failure communication cost constraint constrained convex optimization problem apply semidefinite programming technique extensive numerical study optimal design improve significantly convergence speed consensus algorithm achieve asymptotic performance non random network fraction communication cost
cs,Learning from compressed observations,"  The problem of statistical learning is to construct a predictor of a random
variable $Y$ as a function of a related random variable $X$ on the basis of an
i.i.d. training sample from the joint distribution of $(X,Y)$. Allowable
predictors are drawn from some specified class, and the goal is to approach
asymptotically the performance (expected loss) of the best predictor in the
class. We consider the setting in which one has perfect observation of the
$X$-part of the sample, while the $Y$-part has to be communicated at some
finite bit rate. The encoding of the $Y$-values is allowed to depend on the
$X$-values. Under suitable regularity conditions on the admissible predictors,
the underlying family of probability distributions and the loss function, we
give an information-theoretic characterization of achievable predictor
performance in terms of conditional distortion-rate functions. The ideas are
illustrated on the example of nonparametric regression in Gaussian noise.
",problem statistical learning construct predictor random variable $ y$ function relate random variable $ x$ basis i.i.d training sample joint distribution $ x y)$. allowable predictor draw specify class goal approach asymptotically performance expect loss good predictor class consider setting perfect observation $ x$-part sample $ y$-part communicate finite bit rate encoding $ y$-values allow depend $ x$-values suitable regularity condition admissible predictor underlie family probability distribution loss function information theoretic characterization achievable predictor performance term conditional distortion rate function idea illustrate example nonparametric regression gaussian noise
cs,"Astrophysical gyrokinetics: kinetic and fluid turbulent cascades in
  magnetized weakly collisional plasmas","  We present a theoretical framework for plasma turbulence in astrophysical
plasmas (solar wind, interstellar medium, galaxy clusters, accretion disks).
The key assumptions are that the turbulence is anisotropic with respect to the
mean magnetic field and frequencies are low compared to the ion cyclotron
frequency. The energy injected at the outer scale scale has to be converted
into heat, which ultimately cannot be done without collisions. A KINETIC
CASCADE develops that brings the energy to collisional scales both in space and
velocity. Its nature depends on the physics of plasma fluctuations. In each of
the physically distinct scale ranges, the kinetic problem is systematically
reduced to a more tractable set of equations. In the ""inertial range"" above the
ion gyroscale, the kinetic cascade splits into a cascade of Alfvenic
fluctuations, which are governed by the RMHD equations at both the collisional
and collisionless scales, and a passive cascade of compressive fluctuations,
which obey a linear kinetic equation along the moving field lines associated
with the Alfvenic component. In the ""dissipation range"" between the ion and
electron gyroscales, there are again two cascades: the kinetic-Alfven-wave
(KAW) cascade governed by two fluid-like Electron RMHD equations and a passive
phase-space cascade of ion entropy fluctuations. The latter cascade brings the
energy of the inertial-range fluctuations that was damped by collisionless
wave-particle interaction at the ion gyroscale to collisional scales in the
phase space and leads to ion heating. The KAW energy is similarly damped at the
electron gyroscale and converted into electron heat. Kolmogorov-style scaling
relations are derived for these cascades. Astrophysical and space-physical
applications are discussed in detail.
",present theoretical framework plasma turbulence astrophysical plasma solar wind interstellar medium galaxy cluster accretion disk key assumption turbulence anisotropic respect mean magnetic field frequency low compare ion cyclotron frequency energy inject outer scale scale convert heat ultimately collision kinetic cascade develop bring energy collisional scale space velocity nature depend physics plasma fluctuation physically distinct scale range kinetic problem systematically reduce tractable set equation inertial range ion gyroscale kinetic cascade split cascade alfvenic fluctuation govern rmhd equation collisional collisionless scale passive cascade compressive fluctuation obey linear kinetic equation move field line associate alfvenic component dissipation range ion electron gyroscale cascade kinetic alfven wave kaw cascade govern fluid like electron rmhd equation passive phase space cascade ion entropy fluctuation cascade bring energy inertial range fluctuation damp collisionless wave particle interaction ion gyroscale collisional scale phase space lead ion heating kaw energy similarly damp electron gyroscale convert electron heat kolmogorov style scaling relation derive cascade astrophysical space physical application discuss detail
cs,"Analysis of the real estate market in Las Vegas: Bubble, seasonal
  patterns, and prediction of the CSW indexes","  We analyze 27 house price indexes of Las Vegas from Jun. 1983 to Mar. 2005,
corresponding to 27 different zip codes. These analyses confirm the existence
of a real-estate bubble, defined as a price acceleration faster than
exponential, which is found however to be confined to a rather limited time
interval in the recent past from approximately 2003 to mid-2004 and has
progressively transformed into a more normal growth rate comparable to
pre-bubble levels in 2005. There has been no bubble till 2002 except for a
medium-sized surge in 1990. In addition, we have identified a strong yearly
periodicity which provides a good potential for fine-tuned prediction from
month to month. A monthly monitoring using a model that we have developed could
confirm, by testing the intra-year structure, if indeed the market has returned
to ``normal'' or if more turbulence is expected ahead. We predict the evolution
of the indexes one year ahead, which is validated with new data up to Sep.
2006. The present analysis demonstrates the existence of very significant
variations at the local scale, in the sense that the bubble in Las Vegas seems
to have preceded the more global USA bubble and has ended approximately two
years earlier (mid 2004 for Las Vegas compared with mid-2006 for the whole of
the USA).
",analyze 27 house price index las vegas jun. 1983 mar. 2005 correspond 27 different zip code analysis confirm existence real estate bubble define price acceleration fast exponential find confine limited time interval recent past approximately 2003 mid-2004 progressively transform normal growth rate comparable pre bubble level 2005 bubble till 2002 medium sized surge 1990 addition identify strong yearly periodicity provide good potential fine tune prediction month month monthly monitoring model develop confirm test intra year structure market return ` ` normal turbulence expect ahead predict evolution index year ahead validate new datum sep. 2006 present analysis demonstrate existence significant variation local scale sense bubble las vegas precede global usa bubble end approximately year early mid 2004 las vegas compare mid-2006 usa
cs,Simulation of Robustness against Lesions of Cortical Networks,"  Structure entails function and thus a structural description of the brain
will help to understand its function and may provide insights into many
properties of brain systems, from their robustness and recovery from damage, to
their dynamics and even their evolution. Advances in the analysis of complex
networks provide useful new approaches to understanding structural and
functional properties of brain networks. Structural properties of networks
recently described allow their characterization as small-world, random
(exponential) and scale-free. They complement the set of other properties that
have been explored in the context of brain connectivity, such as topology,
hodology, clustering, and hierarchical organization. Here we apply new network
analysis methods to cortical inter-areal connectivity networks for the cat and
macaque brains. We compare these corticocortical fibre networks to benchmark
rewired, small-world, scale-free and random networks, using two analysis
strategies, in which we measure the effects of the removal of nodes and
connections on the structural properties of the cortical networks. The brain
networks' structural decay is in most respects similar to that of scale-free
networks. The results implicate highly connected hub-nodes and bottleneck
connections as structural basis for some of the conditional robustness of brain
systems. This informs the understanding of the development of brain networks'
connectivity.
",structure entail function structural description brain help understand function provide insight property brain system robustness recovery damage dynamic evolution advance analysis complex network provide useful new approach understand structural functional property brain network structural property network recently describe allow characterization small world random exponential scale free complement set property explore context brain connectivity topology hodology clustering hierarchical organization apply new network analysis method cortical inter areal connectivity network cat macaque brain compare corticocortical fibre network benchmark rewire small world scale free random network analysis strategy measure effect removal node connection structural property cortical network brain network structural decay respect similar scale free network result implicate highly connect hub node bottleneck connection structural basis conditional robustness brain system inform understanding development brain network connectivity
cs,Sparsity-certifying Graph Decompositions,"  We describe a new algorithm, the $(k,\ell)$-pebble game with colors, and use
it obtain a characterization of the family of $(k,\ell)$-sparse graphs and
algorithmic solutions to a family of problems concerning tree decompositions of
graphs. Special instances of sparse graphs appear in rigidity theory and have
received increased attention in recent years. In particular, our colored
pebbles generalize and strengthen the previous results of Lee and Streinu and
give a new proof of the Tutte-Nash-Williams characterization of arboricity. We
also present a new decomposition that certifies sparsity based on the
$(k,\ell)$-pebble game with colors. Our work also exposes connections between
pebble game algorithms and previous sparse graph algorithms by Gabow, Gabow and
Westermann and Hendrickson.
","describe new algorithm $ k,\ell)$-pebble game color use obtain characterization family $ k,\ell)$-sparse graph algorithmic solution family problem concern tree decomposition graph special instance sparse graph appear rigidity theory receive increase attention recent year particular color pebble generalize strengthen previous result lee streinu new proof tutte nash williams characterization arboricity present new decomposition certify sparsity base $ k,\ell)$-pebble game color work expose connection pebble game algorithm previous sparse graph algorithm gabow gabow westermann hendrickson"
cs,"The evolution of the Earth-Moon system based on the dark matter field
  fluid model","  The evolution of Earth-Moon system is described by the dark matter field
fluid model proposed in the Meeting of Division of Particle and Field 2004,
American Physical Society. The current behavior of the Earth-Moon system agrees
with this model very well and the general pattern of the evolution of the
Moon-Earth system described by this model agrees with geological and fossil
evidence. The closest distance of the Moon to Earth was about 259000 km at 4.5
billion years ago, which is far beyond the Roche's limit. The result suggests
that the tidal friction may not be the primary cause for the evolution of the
Earth-Moon system. The average dark matter field fluid constant derived from
Earth-Moon system data is 4.39 x 10^(-22) s^(-1)m^(-1). This model predicts
that the Mars's rotation is also slowing with the angular acceleration rate
about -4.38 x 10^(-22) rad s^(-2).
",evolution earth moon system describe dark matter field fluid model propose meeting division particle field 2004 american physical society current behavior earth moon system agree model general pattern evolution moon earth system describe model agree geological fossil evidence close distance moon earth 259000 km 4.5 billion year ago far roche limit result suggest tidal friction primary cause evolution earth moon system average dark matter field fluid constant derive earth moon system datum 4.39 x 10^(-22 s^(-1)m^(-1 model predict mars rotation slow angular acceleration rate -4.38 x 10^(-22 rad s^(-2
cs,"Time and motion in physics: the Reciprocity Principle, relativistic
  invariance of the lengths of rulers and time dilatation","  Ponderable objects moving in free space according to Newton's First Law
constitute both rulers and clocks when one such object is viewed from the rest
frame of another. Together with the Reciprocity Principle this is used to
demonstrate, in both Galilean and special relativity, the invariance of the
measured length of a ruler in motion. The different times: `proper', `improper'
and `apparent' appearing in different formulations of the relativistic time
dilatation relation are discussed and exemplified by experimental applications.
A non-intuitive `length expansion' effect predicted by the Reciprocity
Principle as a necessary consequence of time dilatation is pointed out
",ponderable object move free space accord newton law constitute ruler clock object view rest frame reciprocity principle demonstrate galilean special relativity invariance measure length ruler motion different time ` proper ` improper ` apparent appear different formulation relativistic time dilatation relation discuss exemplify experimental application non intuitive ` length expansion effect predict reciprocity principle necessary consequence time dilatation point
q-bio,The World as Evolving Information,"  This paper discusses the benefits of describing the world as information,
especially in the study of the evolution of life and cognition. Traditional
studies encounter problems because it is difficult to describe life and
cognition in terms of matter and energy, since their laws are valid only at the
physical scale. However, if matter and energy, as well as life and cognition,
are described in terms of information, evolution can be described consistently
as information becoming more complex.
  The paper presents eight tentative laws of information, valid at multiple
scales, which are generalizations of Darwinian, cybernetic, thermodynamic,
psychological, philosophical, and complexity principles. These are further used
to discuss the notions of life, cognition and their evolution.
",paper discuss benefit describe world information especially study evolution life cognition traditional study encounter problem difficult describe life cognition term matter energy law valid physical scale matter energy life cognition describe term information evolution describe consistently information complex paper present tentative law information valid multiple scale generalization darwinian cybernetic thermodynamic psychological philosophical complexity principle discuss notion life cognition evolution
q-bio,Complexities of Human Promoter Sequences,"  By means of the diffusion entropy approach, we detect the scale-invariance
characteristics embedded in the 4737 human promoter sequences. The exponent for
the scale-invariance is in a wide range of $[ {0.3,0.9} ]$, which centered at
$\delta_c = 0.66$. The distribution of the exponent can be separated into left
and right branches with respect to the maximum. The left and right branches are
asymmetric and can be fitted exactly with Gaussian form with different widths,
respectively.
","mean diffusion entropy approach detect scale invariance characteristic embed 4737 human promoter sequence exponent scale invariance wide range $ 0.3,0.9 $ center $ \delta_c = 0.66$. distribution exponent separate left right branch respect maximum left right branch asymmetric fit exactly gaussian form different width respectively"
q-bio,"Evolutionary Neural Gas (ENG): A Model of Self Organizing Network from
  Input Categorization","  Despite their claimed biological plausibility, most self organizing networks
have strict topological constraints and consequently they cannot take into
account a wide range of external stimuli. Furthermore their evolution is
conditioned by deterministic laws which often are not correlated with the
structural parameters and the global status of the network, as it should happen
in a real biological system. In nature the environmental inputs are noise
affected and fuzzy. Which thing sets the problem to investigate the possibility
of emergent behaviour in a not strictly constrained net and subjected to
different inputs. It is here presented a new model of Evolutionary Neural Gas
(ENG) with any topological constraints, trained by probabilistic laws depending
on the local distortion errors and the network dimension. The network is
considered as a population of nodes that coexist in an ecosystem sharing local
and global resources. Those particular features allow the network to quickly
adapt to the environment, according to its dimensions. The ENG model analysis
shows that the net evolves as a scale-free graph, and justifies in a deeply
physical sense- the term gas here used.
",despite claim biological plausibility self organize network strict topological constraint consequently account wide range external stimulus furthermore evolution condition deterministic law correlate structural parameter global status network happen real biological system nature environmental input noise affected fuzzy thing set problem investigate possibility emergent behaviour strictly constrain net subject different input present new model evolutionary neural gas eng topological constraint train probabilistic law depend local distortion error network dimension network consider population node coexist ecosystem share local global resource particular feature allow network quickly adapt environment accord dimension eng model analysis show net evolve scale free graph justifie deeply physical sense- term gas
q-bio,A remark on the number of steady states in a multiple futile cycle,"  The multisite phosphorylation-dephosphorylation cycle is a motif repeatedly
used in cell signaling. This motif itself can generate a variety of dynamic
behaviors like bistability and ultrasensitivity without direct positive
feedbacks. In this paper, we study the number of positive steady states of a
general multisite phosphorylation-dephosphorylation cycle, and how the number
of positive steady states varies by changing the biological parameters. We show
analytically that (1) for some parameter ranges, there are at least n+1 (if n
is even) or n (if n is odd) steady states; (2) there never are more than 2n-1
steady states (in particular, this implies that for n=2, including single
levels of MAPK cascades, there are at most three steady states); (3) for
parameters near the standard Michaelis-Menten quasi-steady state conditions,
there are at most n+1 steady states; and (4) for parameters far from the
standard Michaelis-Menten quasi-steady state conditions, there is at most one
steady state.
",multisite phosphorylation dephosphorylation cycle motif repeatedly cell signal motif generate variety dynamic behavior like bistability ultrasensitivity direct positive feedback paper study number positive steady state general multisite phosphorylation dephosphorylation cycle number positive steady state vary change biological parameter analytically 1 parameter range n+1 n n n odd steady state 2 2n-1 steady state particular imply n=2 include single level mapk cascade steady state 3 parameter near standard michaelis menten quasi steady state condition n+1 steady state 4 parameter far standard michaelis menten quasi steady state condition steady state
q-bio,Parsimony via concensus,"  The parsimony score of a character on a tree equals the number of state
changes required to fit that character onto the tree. We show that for
unordered, reversible characters this score equals the number of tree
rearrangements required to fit the tree onto the character. We discuss
implications of this connection for the debate over the use of consensus trees
or total evidence, and show how it provides a link between incongruence of
characters and recombination.
",parsimony score character tree equal number state change require fit character tree unordered reversible character score equal number tree rearrangement require fit tree character discuss implication connection debate use consensus tree total evidence provide link incongruence character recombination
q-bio,"Emergence of spatiotemporal chaos driven by far-field breakup of spiral
  waves in the plankton ecological systems","  Alexander B. Medvinsky \emph{et al} [A. B. Medvinsky, I. A. Tikhonova, R. R.
Aliev, B.-L. Li, Z.-S. Lin, and H. Malchow, Phys. Rev. E \textbf{64}, 021915
(2001)] and Marcus R. Garvie \emph{et al} [M. R. Garvie and C. Trenchea, SIAM
J. Control. Optim. \textbf{46}, 775-791 (2007)] shown that the minimal
spatially extended reaction-diffusion model of phytoplankton-zooplankton can
exhibit both regular, chaotic behavior, and spatiotemporal patterns in a patchy
environment. Based on that, the spatial plankton model is furtherly
investigated by means of computer simulations and theoretical analysis in the
present paper when its parameters would be expected in the case of mixed
Turing-Hopf bifurcation region. Our results show that the spiral waves exist in
that region and the spatiotemporal chaos emerge, which arise from the far-field
breakup of the spiral waves over large ranges of diffusion coefficients of
phytoplankton and zooplankton. Moreover, the spatiotemporal chaos arising from
the far-field breakup of spiral waves does not gradually involve the whole
space within that region. Our results are confirmed by means of computation
spectra and nonlinear bifurcation of wave trains. Finally, we give some
explanations about the spatially structured patterns from the community level.
",alexander b. medvinsky \emph{et al a. b. medvinsky i. a. tikhonova r. r. aliev b.-l. li z.-s. lin h. malchow phys rev. e \textbf{64 021915 2001 marcus r. garvie \emph{et al m. r. garvie c. trenchea siam j. control optim \textbf{46 775 791 2007 show minimal spatially extend reaction diffusion model phytoplankton zooplankton exhibit regular chaotic behavior spatiotemporal pattern patchy environment base spatial plankton model furtherly investigate mean computer simulation theoretical analysis present paper parameter expect case mixed turing hopf bifurcation region result spiral wave exist region spatiotemporal chaos emerge arise far field breakup spiral wave large range diffusion coefficient phytoplankton zooplankton spatiotemporal chaos arise far field breakup spiral wave gradually involve space region result confirm mean computation spectra nonlinear bifurcation wave train finally explanation spatially structure pattern community level
q-bio,"A Finite Element framework for computation of protein normal modes and
  mechanical response","  A coarse-grained computational procedure based on the Finite Element Method
is proposed to calculate the normal modes and mechanical response of proteins
and their supramolecular assemblies. Motivated by the elastic network model,
proteins are modeled as homogeneous isotropic elastic solids with volume
defined by their solvent-excluded surface. The discretized Finite Element
representation is obtained using a surface simplification algorithm that
facilitates the generation of models of arbitrary prescribed spatial
resolution. The procedure is applied to compute the normal modes of a mutant of
T4 phage lysozyme and of filamentous actin, as well as the critical Euler
buckling load of the latter when subject to axial compression. Results compare
favorably with all-atom normal mode analysis, the Rotation Translation Blocks
procedure, and experiment. The proposed methodology establishes a computational
framework for the calculation of protein mechanical response that facilitates
the incorporation of specific atomic-level interactions into the model,
including aqueous-electrolyte-mediated electrostatic effects. The procedure is
equally applicable to proteins with known atomic coordinates as it is to
electron density maps of proteins, protein complexes, and supramolecular
assemblies of unknown atomic structure.
",coarse grain computational procedure base finite element method propose calculate normal mode mechanical response protein supramolecular assembly motivate elastic network model protein model homogeneous isotropic elastic solid volume define solvent exclude surface discretized finite element representation obtain surface simplification algorithm facilitate generation model arbitrary prescribe spatial resolution procedure apply compute normal mode mutant t4 phage lysozyme filamentous actin critical euler buckling load subject axial compression result compare favorably atom normal mode analysis rotation translation block procedure experiment proposed methodology establish computational framework calculation protein mechanical response facilitate incorporation specific atomic level interaction model include aqueous electrolyte mediate electrostatic effect procedure equally applicable protein know atomic coordinate electron density map protein protein complex supramolecular assembly unknown atomic structure
q-bio,Intricate Knots in Proteins: Function and Evolution,"  A number of recently discovered protein structures incorporate a rather
unexpected structural feature: a knot in the polypeptide backbone. These knots
are extremely rare, but their occurrence is likely connected to protein
function in as yet unexplored fashion. Our analysis of the complete Protein
Data Bank reveals several new knots which, along with previously discovered
ones, can shed light on such connections. In particular, we identify the most
complex knot discovered to date in human ubiquitin hydrolase, and suggest that
its entangled topology protects it against unfolding and degradation by the
proteasome. Knots in proteins are typically preserved across species and
sometimes even across kingdoms. However, we also identify a knot which only
appears in some transcarbamylases while being absent in homologous proteins of
similar structure. The emergence of the knot is accompanied by a shift in the
enzymatic function of the protein. We suggest that the simple insertion of a
short DNA fragment into the gene may suffice to turn an unknotted into a
knotted structure in this protein.
",number recently discover protein structure incorporate unexpected structural feature knot polypeptide backbone knot extremely rare occurrence likely connect protein function unexplored fashion analysis complete protein data bank reveal new knot previously discover one shed light connection particular identify complex knot discover date human ubiquitin hydrolase suggest entangled topology protect unfolding degradation proteasome knot protein typically preserve specie kingdom identify knot appear transcarbamylase absent homologous protein similar structure emergence knot accompany shift enzymatic function protein suggest simple insertion short dna fragment gene suffice turn unknotted knot structure protein
q-bio,Origin of adaptive mutants: a quantum measurement?,"  This is a supplement to the paper arXiv:q-bio/0701050, containing the text of
correspondence sent to Nature in 1990.
",supplement paper arxiv q bio/0701050 contain text correspondence send nature 1990
q-bio,Simulation of Robustness against Lesions of Cortical Networks,"  Structure entails function and thus a structural description of the brain
will help to understand its function and may provide insights into many
properties of brain systems, from their robustness and recovery from damage, to
their dynamics and even their evolution. Advances in the analysis of complex
networks provide useful new approaches to understanding structural and
functional properties of brain networks. Structural properties of networks
recently described allow their characterization as small-world, random
(exponential) and scale-free. They complement the set of other properties that
have been explored in the context of brain connectivity, such as topology,
hodology, clustering, and hierarchical organization. Here we apply new network
analysis methods to cortical inter-areal connectivity networks for the cat and
macaque brains. We compare these corticocortical fibre networks to benchmark
rewired, small-world, scale-free and random networks, using two analysis
strategies, in which we measure the effects of the removal of nodes and
connections on the structural properties of the cortical networks. The brain
networks' structural decay is in most respects similar to that of scale-free
networks. The results implicate highly connected hub-nodes and bottleneck
connections as structural basis for some of the conditional robustness of brain
systems. This informs the understanding of the development of brain networks'
connectivity.
",structure entail function structural description brain help understand function provide insight property brain system robustness recovery damage dynamic evolution advance analysis complex network provide useful new approach understand structural functional property brain network structural property network recently describe allow characterization small world random exponential scale free complement set property explore context brain connectivity topology hodology clustering hierarchical organization apply new network analysis method cortical inter areal connectivity network cat macaque brain compare corticocortical fibre network benchmark rewire small world scale free random network analysis strategy measure effect removal node connection structural property cortical network brain network structural decay respect similar scale free network result implicate highly connect hub node bottleneck connection structural basis conditional robustness brain system inform understanding development brain network connectivity
q-bio,"Molecular Synchronization Waves in Arrays of Allosterically Regulated
  Enzymes","  Spatiotemporal pattern formation in a product-activated enzymic reaction at
high enzyme concentrations is investigated. Stochastic simulations show that
catalytic turnover cycles of individual enzymes can become coherent and that
complex wave patterns of molecular synchronization can develop. The analysis
based on the mean-field approximation indicates that the observed patterns
result from the presence of Hopf and wave bifurcations in the considered
system.
",spatiotemporal pattern formation product activate enzymic reaction high enzyme concentration investigate stochastic simulation catalytic turnover cycle individual enzyme coherent complex wave pattern molecular synchronization develop analysis base mean field approximation indicate observed pattern result presence hopf wave bifurcation consider system
q-bio,"Optimal stimulus and noise distributions for information transmission
  via suprathreshold stochastic resonance","  Suprathreshold stochastic resonance (SSR) is a form of noise enhanced signal
transmission that occurs in a parallel array of independently noisy identical
threshold nonlinearities, including model neurons. Unlike most forms of
stochastic resonance, the output response to suprathreshold random input
signals of arbitrary magnitude is improved by the presence of even small
amounts of noise. In this paper the information transmission performance of SSR
in the limit of a large array size is considered. Using a relationship between
Shannon's mutual information and Fisher information, a sufficient condition for
optimality, i.e. channel capacity, is derived. It is shown that capacity is
achieved when the signal distribution is Jeffrey's prior, as formed from the
noise distribution, or when the noise distribution depends on the signal
distribution via a cosine relationship. These results provide theoretical
verification and justification for previous work in both computational
neuroscience and electronics.
",suprathreshold stochastic resonance ssr form noise enhance signal transmission occur parallel array independently noisy identical threshold nonlinearitie include model neuron unlike form stochastic resonance output response suprathreshold random input signal arbitrary magnitude improve presence small amount noise paper information transmission performance ssr limit large array size consider relationship shannon mutual information fisher information sufficient condition optimality i.e. channel capacity derive show capacity achieve signal distribution jeffrey prior form noise distribution noise distribution depend signal distribution cosine relationship result provide theoretical verification justification previous work computational neuroscience electronic
